#name=循环伏安 50 mV/s (Ag/AgCl(3M KCl))
#scan_rate=0.05 V/s
#potential_unit=V
#current_unit=A
#time_unit=s
#area=0.071 cm2
#reference_electrode=Ag/AgCl(3M KCl)
#tolerance_v=1e-9
potential,current,time
0.361,-8.115309e-6,16.88
0.36,-8.116411e-6,16.9
0.359,-8.115801e-6,16.92
0.358,-8.113481e-6,16.94
0.357,-8.109462e-6,16.96
0.356,-8.103755e-6,16.98
0.355,-8.096380e-6,17
0.354,-8.087358e-6,17.02
0.353,-8.076716e-6,17.04
0.352,-8.064484e-6,17.06
0.351,-8.050697e-6,17.08
0.35,-8.035395e-6,17.1
0.349,-8.018621e-6,17.12
0.348,-8.000421e-6,17.14
0.347,-7.980847e-6,17.16
0.346,-7.959954e-6,17.18
0.345,-7.937798e-6,17.2
0.344,-7.914443e-6,17.22
0.343,-7.889951e-6,17.24
0.342,-7.864391e-6,17.26
0.341,-7.837834e-6,17.28
0.34,-7.810352e-6,17.3
0.339,-7.782020e-6,17.32
0.338,-7.752918e-6,17.34
0.337,-7.723124e-6,17.36
0.336,-7.692721e-6,17.38
0.335,-7.661793e-6,17.4
0.334,-7.630424e-6,17.42
0.333,-7.598701e-6,17.44
0.332,-7.566713e-6,17.46
0.331,-7.534548e-6,17.48
0.33,-7.502296e-6,17.5
0.329,-7.470046e-6,17.52
0.328,-7.437891e-6,17.54
0.327,-7.405920e-6,17.56
0.326,-7.374226e-6,17.58
0.325,-7.342899e-6,17.6
0.324,-7.312031e-6,17.62
0.323,-7.281713e-6,17.64
0.322,-7.252035e-6,17.66
0.321,-7.223086e-6,17.68
0.32,-7.194956e-6,17.7
0.319,-7.167733e-6,17.72
0.318,-7.141503e-6,17.74
0.317,-7.116353e-6,17.76
0.316,-7.092367e-6,17.78
0.315,-7.069628e-6,17.8
0.314,-7.048218e-6,17.82
0.313,-7.028215e-6,17.84
0.312,-7.009698e-6,17.86
0.311,-6.992742e-6,17.88
0.31,-6.977420e-6,17.9
0.309,-6.963803e-6,17.92
0.308,-6.951960e-6,17.94
0.307,-6.941956e-6,17.96
0.306,-6.933854e-6,17.98
0.305,-6.927712e-6,18
0.304,-6.923587e-6,18.02
0.303,-6.921532e-6,18.04
0.302,-6.921594e-6,18.06
0.301,-6.923820e-6,18.08
0.3,-6.928248e-6,18.1
0.299,-6.934916e-6,18.12
0.298,-6.943855e-6,18.14
0.297,-6.955091e-6,18.16
0.296,-6.968646e-6,18.18
0.295,-6.984535e-6,18.2
0.294,-7.002770e-6,18.22
0.293,-7.023354e-6,18.24
0.292,-7.046286e-6,18.26
0.291,-7.071558e-6,18.28
0.29,-7.099155e-6,18.3
0.289,-7.129058e-6,18.32
0.288,-7.161236e-6,18.34
0.287,-7.195657e-6,18.36
0.286,-7.232276e-6,18.38
0.285,-7.271045e-6,18.4
0.284,-7.311906e-6,18.42
0.283,-7.354795e-6,18.44
0.282,-7.399638e-6,18.46
0.281,-7.446356e-6,18.48
0.28,-7.494862e-6,18.5
0.279,-7.545059e-6,18.52
0.278,-7.596845e-6,18.54
0.277,-7.650109e-6,18.56
0.276,-7.704735e-6,18.58
0.275,-7.760596e-6,18.6
0.274,-7.817562e-6,18.62
0.273,-7.875495e-6,18.64
0.272,-7.934250e-6,18.66
0.271,-7.993677e-6,18.68
0.27,-8.053620e-6,18.7
0.269,-8.113920e-6,18.72
0.268,-8.174410e-6,18.74
0.267,-8.234922e-6,18.76
0.266,-8.295283e-6,18.78
0.265,-8.355318e-6,18.8
0.264,-8.414850e-6,18.82
0.263,-8.473700e-6,18.84
0.262,-8.531688e-6,18.86
0.261,-8.588634e-6,18.88
0.26,-8.644359e-6,18.9
0.259,-8.698686e-6,18.92
0.258,-8.751440e-6,18.94
0.257,-8.802448e-6,18.96
0.256,-8.851541e-6,18.98
0.255,-8.898556e-6,19
0.254,-8.943332e-6,19.02
0.253,-8.985719e-6,19.04
0.252,-9.025568e-6,19.06
0.251,-9.062742e-6,19.08
0.25,-9.097110e-6,19.1
0.249,-9.128550e-6,19.12
0.248,-9.156949e-6,19.14
0.247,-9.182205e-6,19.16
0.246,-9.204225e-6,19.18
0.245,-9.222928e-6,19.2
0.244,-9.238243e-6,19.22
0.243,-9.250113e-6,19.24
0.242,-9.258489e-6,19.26
0.241,-9.263337e-6,19.28
0.24,-9.264634e-6,19.3
0.239,-9.262371e-6,19.32
0.238,-9.256549e-6,19.34
0.237,-9.247182e-6,19.36
0.236,-9.234297e-6,19.38
0.235,-9.217932e-6,19.4
0.234,-9.198137e-6,19.42
0.233,-9.174975e-6,19.44
0.232,-9.148516e-6,19.46
0.231,-9.118846e-6,19.48
0.23,-9.086056e-6,19.5
0.229,-9.050251e-6,19.52
0.228,-9.011542e-6,19.54
0.227,-8.970050e-6,19.56
0.226,-8.925903e-6,19.58
0.225,-8.879237e-6,19.6
0.224,-8.830194e-6,19.62
0.223,-8.778920e-6,19.64
0.222,-8.725569e-6,19.66
0.221,-8.670297e-6,19.68
0.22,-8.613263e-6,19.7
0.219,-8.554631e-6,19.72
0.218,-8.494564e-6,19.74
0.217,-8.433227e-6,19.76
0.216,-8.370786e-6,19.78
0.215,-8.307406e-6,19.8
0.214,-8.243251e-6,19.82
0.213,-8.178483e-6,19.84
0.212,-8.113261e-6,19.86
0.211,-8.047740e-6,19.88
0.21,-7.982075e-6,19.9
0.209,-7.916412e-6,19.92
0.208,-7.850895e-6,19.94
0.207,-7.785662e-6,19.96
0.206,-7.720845e-6,19.98
0.205,-7.656570e-6,20
0.204,-7.592958e-6,20.02
0.203,-7.530120e-6,20.04
0.202,-7.468164e-6,20.06
0.201,-7.407187e-6,20.08
0.2,-7.347283e-6,20.1
0.199,-7.288534e-6,20.12
0.198,-7.231018e-6,20.14
0.197,-7.174805e-6,20.16
0.196,-7.119956e-6,20.18
0.195,-7.066526e-6,20.2
0.194,-7.014563e-6,20.22
0.193,-6.964106e-6,20.24
0.192,-6.915191e-6,20.26
0.191,-6.867842e-6,20.28
0.19,-6.822082e-6,20.3
0.189,-6.777923e-6,20.32
0.188,-6.735375e-6,20.34
0.187,-6.694439e-6,20.36
0.186,-6.655112e-6,20.38
0.185,-6.617388e-6,20.4
0.184,-6.581253e-6,20.42
0.183,-6.546691e-6,20.44
0.182,-6.513679e-6,20.46
0.181,-6.482194e-6,20.48
0.18,-6.452208e-6,20.5
0.179,-6.423688e-6,20.52
0.178,-6.396602e-6,20.54
0.177,-6.370913e-6,20.56
0.176,-6.346583e-6,20.58
0.175,-6.323571e-6,20.6
0.174,-6.301836e-6,20.62
0.173,-6.281335e-6,20.64
0.172,-6.262024e-6,20.66
0.171,-6.243859e-6,20.68
0.17,-6.226795e-6,20.7
0.169,-6.210787e-6,20.72
0.168,-6.195790e-6,20.74
0.167,-6.181758e-6,20.76
0.166,-6.168647e-6,20.78
0.165,-6.156414e-6,20.8
0.164,-6.145014e-6,20.82
0.163,-6.134405e-6,20.84
0.162,-6.124546e-6,20.86
0.161,-6.115396e-6,20.88
0.16,-6.106915e-6,20.9
0.159,-6.099065e-6,20.92
0.158,-6.091809e-6,20.94
0.157,-6.085111e-6,20.96
0.156,-6.078937e-6,20.98
0.155,-6.073253e-6,21
0.154,-6.068029e-6,21.02
0.153,-6.063233e-6,21.04
0.152,-6.058836e-6,21.06
0.151,-6.054812e-6,21.08
0.15,-6.051134e-6,21.1
0.149,-6.047777e-6,21.12
0.148,-6.044718e-6,21.14
0.147,-6.041935e-6,21.16
0.146,-6.039407e-6,21.18
0.145,-6.037114e-6,21.2
0.144,-6.035038e-6,21.22
0.143,-6.033162e-6,21.24
0.142,-6.031469e-6,21.26
0.141,-6.029945e-6,21.28
0.14,-6.028575e-6,21.3
0.139,-6.027346e-6,21.32
0.138,-6.026247e-6,21.34
0.137,-6.025265e-6,21.36
0.136,-6.024391e-6,21.38
0.135,-6.023615e-6,21.4
0.134,-6.022928e-6,21.42
0.133,-6.022322e-6,21.44
0.132,-6.021789e-6,21.46
0.131,-6.021322e-6,21.48
0.13,-6.020916e-6,21.5
0.129,-6.020563e-6,21.52
0.128,-6.020260e-6,21.54
0.127,-6.020000e-6,21.56
0.126,-6.019780e-6,21.58
0.125,-6.019596e-6,21.6
0.124,-6.019444e-6,21.62
0.123,-6.019320e-6,21.64
0.122,-6.019221e-6,21.66
0.121,-6.019146e-6,21.68
0.12,-6.019091e-6,21.7
0.119,-6.019054e-6,21.72
0.118,-6.019034e-6,21.74
0.117,-6.019028e-6,21.76
0.116,-6.019034e-6,21.78
0.115,-6.019052e-6,21.8
0.114,-6.019081e-6,21.82
0.113,-6.019118e-6,21.84
0.112,-6.019162e-6,21.86
0.111,-6.019214e-6,21.88
0.11,-6.019272e-6,21.9
0.109,-6.019335e-6,21.92
0.108,-6.019403e-6,21.94
0.107,-6.019476e-6,21.96
0.106,-6.019551e-6,21.98
0.105,-6.019630e-6,22
0.104,-6.019712e-6,22.02
0.103,-6.019796e-6,22.04
0.102,-6.019883e-6,22.06
0.101,-6.019971e-6,22.08
0.1,-6.020061e-6,22.1
0.099,-6.020152e-6,22.12
0.098,-6.020244e-6,22.14
0.097,-6.020338e-6,22.16
0.096,-6.020432e-6,22.18
0.095,-6.020528e-6,22.2
0.094,-6.020623e-6,22.22
0.093,-6.020720e-6,22.24
0.092,-6.020817e-6,22.26
0.091,-6.020914e-6,22.28
0.09,-6.021012e-6,22.3
0.089,-6.021110e-6,22.32
0.088,-6.021209e-6,22.34
0.087,-6.021307e-6,22.36
0.086,-6.021406e-6,22.38
0.085,-6.021505e-6,22.4
0.084,-6.021604e-6,22.42
0.083,-6.021704e-6,22.44
0.082,-6.021803e-6,22.46
0.081,-6.021903e-6,22.48
0.08,-6.022002e-6,22.5
0.079,-6.022102e-6,22.52
0.078,-6.022202e-6,22.54
0.077,-6.022301e-6,22.56
0.076,-6.022401e-6,22.58
0.075,-6.022501e-6,22.6
0.074,-6.022601e-6,22.62
0.073,-6.022701e-6,22.64
0.072,-6.022801e-6,22.66
0.071,-6.022900e-6,22.68
0.07,-6.023000e-6,22.7
0.069,-6.023100e-6,22.72
0.068,-6.023200e-6,22.74
0.067,-6.023300e-6,22.76
0.066,-6.023400e-6,22.78
0.065,-6.023500e-6,22.8
0.064,-6.023600e-6,22.82
0.063,-6.023700e-6,22.84
0.062,-6.023800e-6,22.86
0.061,-6.023900e-6,22.88
0.06,-6.024000e-6,22.9
0.059,-6.024100e-6,22.92
0.058,-6.024200e-6,22.94
0.057,-6.024300e-6,22.96
0.056,-6.024400e-6,22.98
0.055,-6.024500e-6,23
0.054,-6.024600e-6,23.02
0.053,-6.024700e-6,23.04
0.052,-6.024800e-6,23.06
0.051,-6.024900e-6,23.08
0.05,-6.025000e-6,23.1
0.049,-6.025100e-6,23.12
0.048,-6.025200e-6,23.14
0.047,-6.025300e-6,23.16
0.046,-6.025400e-6,23.18
0.045,-6.025500e-6,23.2
0.044,-6.025600e-6,23.22
0.043,-6.025700e-6,23.24
0.042,-6.025800e-6,23.26
0.041,-6.025900e-6,23.28
0.04,-6.026000e-6,23.3
0.039,-6.026100e-6,23.32
0.038,-6.026200e-6,23.34
0.037,-6.026300e-6,23.36
0.036,-6.026400e-6,23.38
0.035,-6.026500e-6,23.4
0.034,-6.026600e-6,23.42
0.033,-6.026700e-6,23.44
0.032,-6.026800e-6,23.46
0.031,-6.026900e-6,23.48
0.03,-6.027000e-6,23.5
0.029,-6.027100e-6,23.52
0.028,-6.027200e-6,23.54
0.027,-6.027300e-6,23.56
0.026,-6.027400e-6,23.58
0.025,-6.027500e-6,23.6
0.024,-6.027600e-6,23.62
0.023,-6.027700e-6,23.64
0.022,-6.027800e-6,23.66
0.021,-6.027900e-6,23.68
0.02,-6.028000e-6,23.7
0.019,-6.028100e-6,23.72
0.018,-6.028200e-6,23.74
0.017,-6.028300e-6,23.76
0.016,-6.028400e-6,23.78
0.015,-6.028500e-6,23.8
0.014,-6.028600e-6,23.82
0.013,-6.028700e-6,23.84
0.012,-6.028800e-6,23.86
0.011,-6.028900e-6,23.88
0.01,-6.029000e-6,23.9
9.000000e-3,-6.029100e-6,23.92
8.000000e-3,-6.029200e-6,23.94
7.000000e-3,-6.029300e-6,23.96
6.000000e-3,-6.029400e-6,23.98
5.000000e-3,-6.029500e-6,24
4.000000e-3,-6.029600e-6,24.02
3.000000e-3,-6.029700e-6,24.04
2.000000e-3,-6.029800e-6,24.06
1.000000e-3,-6.029900e-6,24.08
0,-6.030000e-6,24.1
0,-6.030000e-6,24.12
0,-6.030000e-6,24.14
